#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_Facturacion
C_3005,2,5,1434,658,717,46
C_3006,3,5,273,55,91,20
C_3007,1,1,759,146,759,19
C_3008,2,5,1042,336,521,32
C_3009,1,2,834,218,834,26
C_301,22,1,129500,11122,5886,9
C_3010,10,2,27559,5770,2756,21
C_3011,15,1,9484,2477,632,26
C_3012,1,2,226,103,226,46
C_3013,23,1,70747,13391,3076,19
C_3014,29,2,46001,9222,1586,20
C_3015,5,2,9222,1140,1844,12
C_3016,8,1,38275,4471,4784,12
C_3017,2,1,11454,2696,5727,24
C_3018,4,3,835,254,209,30
C_3019,9,2,12349,3740,1372,30
C_302,17,3,21387,3381,1258,16
C_3020,5,1,37567,5544,7513,15
C_3021,1,2,2010,878,2010,44
C_3022,6,4,3413,982,569,29
C_3023,1,4,1716,718,1716,42
C_3024,7,4,3098,497,443,16
C_3025,13,3,4357,1037,335,24
C_3026,8,2,4650,620,581,13
C_3027,20,2,10557,1978,528,19
C_3028,10,1,9267,2022,927,22
C_3029,4,4,3148,1034,787,33
C_303,2,5,13371,6964,6686,52
C_3030,5,3,7250,1188,1450,16
C_3031,2,5,3506,1406,1753,40
C_3032,6,5,52110,3290,8685,6
C_3033,5,1,9835,1134,1967,12
C_3034,7,5,6300,712,900,11
C_3035,6,5,4805,550,801,11
C_3036,5,1,400,40,80,10
C_3037,5,2,5401,588,1080,11
C_3038,6,1,2409,205,402,8
C_3039,5,1,3945,464,789,12
C_304,24,1,63155,7324,2631,12
C_3040,6,1,1996,292,333,15
C_3041,6,5,3881,444,647,11
C_3042,2,5,14880,836,7440,6
C_3043,1,4,225,157,225,70
C_3044,1,1,2397,130,2397,5
C_3045,2,5,1755,99,878,6
C_3046,4,2,17375,3295,4344,19
C_3047,1,1,612,33,612,5
C_3048,11,3,15245,3958,1386,26
C_3049,5,2,4394,490,879,11
C_305,24,1,34342,8248,1431,24
C_3050,1,1,100,44,100,44
C_3051,14,1,78023,12404,5573,16
C_3052,6,5,4734,534,789,11
C_3053,5,1,1971,187,394,9
C_3054,5,2,5158,487,1032,9
C_3055,7,5,6320,636,903,10
C_3056,1,2,330,127,330,39
C_3057,1,3,138,80,138,58
C_3058,5,1,1360,148,272,11
C_3059,3,5,1027,77,342,8
C_306,3,5,1222,67,407,5
C_3060,5,1,298,33,60,11
C_3061,2,1,17110,1177,8555,7
C_3062,1,4,594,104,594,18
C_3063,7,5,13229,1361,1890,10
C_3064,6,5,4805,550,801,11
C_3065,4,2,479,70,120,15
C_3066,4,2,479,70,120,15
C_3067,4,2,479,70,120,15
C_3068,1,2,300,84,300,28
C_3069,1,2,1890,149,1890,8
C_307,7,4,6890,2723,984,40
C_3070,9,2,3096,646,344,21
C_3071,7,2,1412,859,202,61
C_3072,4,1,13177,1183,3294,9
C_3073,4,1,8021,1788,2005,22
C_3074,2,1,131,24,66,19
C_3075,15,4,12196,4030,813,33
C_3076,5,5,83081,22279,16616,27
C_3077,16,1,31896,7170,1994,22
C_3078,6,3,3058,1331,510,44
C_3079,1,4,1080,239,1080,22
C_308,1,1,300,185,300,62
C_3080,14,1,78008,15717,5572,20
C_3081,6,1,7264,715,1211,10
C_3082,1,3,225,169,225,75
C_3083,1,2,237,32,237,13
C_3084,1,1,136,24,136,18
C_3085,14,1,8171,1217,584,15
C_3086,1,3,300,235,300,78
C_3087,3,5,6814,1074,2271,16
C_3088,1,1,8024,328,8024,4
C_3089,2,3,143,16,72,11
C_309,21,4,33853,5508,1612,16
C_3090,2,5,7300,1748,3650,24
C_3091,9,4,3841,1326,427,35
C_3092,1,3,2960,1955,2960,66
C_3093,4,5,1186,255,297,22
C_3094,19,1,39783,6499,2094,16
C_3095,12,1,14938,2265,1245,15
C_3096,3,5,1800,395,600,22
C_3097,1,2,920,332,920,36
C_3098,4,3,10835,1584,2709,15
C_3099,18,4,23858,6183,1325,26
C_31,4,3,18907,3093,4727,16
C_310,1,1,792,259,792,33
C_3100,2,5,500,110,250,22
C_3101,6,1,6684,987,1114,15
C_3102,1,2,795,340,795,43
C_3103,7,1,101972,24068,14567,24
C_3104,2,5,20008,492,10004,2
C_3105,1,1,80,11,80,14
C_3106,3,5,859,101,286,12
C_3107,2,2,33495,2937,16748,9
C_3108,5,1,1551,467,310,30
C_3109,20,1,40610,9009,2031,22
C_311,6,1,16750,2414,2792,14
C_3110,15,3,11650,3174,777,27
C_3111,3,1,5541,1305,1847,24
C_3112,14,2,5989,883,428,15
C_3113,5,1,106564,4362,21313,4
C_3114,1,3,1380,879,1380,64
C_3115,30,1,33348,5499,1112,16
C_3116,5,1,1823,489,365,27
C_3117,1,4,285,59,285,21
C_3118,5,2,1134,310,227,27
C_3119,1,1,2714,349,2714,13
C_312,5,3,1908,900,382,47
C_3120,4,3,363,122,91,34
C_3121,4,2,2592,175,648,7
C_3122,6,4,1983,582,331,29
C_3123,13,1,23514,2520,1809,11
C_3124,1,2,19742,184,19742,1
C_3125,7,5,2566,707,367,28
C_3126,10,5,9175,1125,918,12
C_3127,5,2,20055,2518,4011,13
C_3128,4,2,2108,678,527,32
C_3129,2,5,10220,870,5110,9
C_313,2,1,2270,486,1135,21
C_3130,24,3,28691,4413,1195,15
C_3131,3,3,1054,694,351,66
C_3132,2,5,3309,1349,1655,41
C_3133,1,2,1975,20,1975,1
C_3134,1,4,143,46,143,32
C_3135,7,3,32813,12912,4688,39
C_3136,11,4,9013,1375,819,15
C_3137,11,4,5436,1159,494,21
C_3138,11,4,5610,1294,510,23
C_3139,3,3,1824,1202,608,66
C_314,15,4,7790,1788,519,23
C_3140,1,1,1029,64,1029,6
C_3141,9,1,8384,2359,932,28
C_3142,1,2,2430,325,2430,13
C_3143,1,1,3710,1572,3710,42
C_3144,6,3,932,311,155,33
C_3145,10,2,4240,937,424,22
C_3146,4,2,11695,2754,2924,24
C_3147,1,2,11850,40,11850,1
C_3148,4,1,2618,338,655,13
C_3149,11,2,6589,1730,599,26
C_315,49,4,65145,27411,1329,42
C_3150,2,2,1370,168,685,12
C_3151,1,4,341,87,341,26
C_3152,6,1,8995,2889,1499,32
C_3153,1,1,300,139,300,46
C_3154,1,1,300,139,300,46
C_3155,12,3,39570,9123,3298,23
C_3156,1,3,420,240,420,57
C_3157,8,1,6355,1139,794,18
C_3158,2,5,5059,2286,2530,45
C_3159,2,5,3334,1441,1667,43
C_316,11,5,6717,784,611,12
C_3160,19,4,36459,7290,1919,20
C_3161,2,5,7960,1361,3980,17
C_3162,2,5,850,453,425,53
C_3163,2,1,4112,2206,2056,54
C_3164,5,5,4434,2318,887,52
C_3165,8,1,4035,760,504,19
C_3166,2,5,11196,2641,5598,24
C_3167,4,1,3538,1696,885,48
C_3168,5,1,73917,13186,14783,18
C_3169,1,4,168,42,168,25
C_317,24,2,43727,11795,1822,27
C_3170,14,4,4977,1821,356,37
C_3171,7,5,2706,156,387,6
C_3172,1,1,1035,122,1035,12
C_3173,23,4,9361,2740,407,29
C_3174,10,1,6656,1769,666,27
C_3175,13,4,49148,8644,3781,18
C_3176,1,1,60,2,60,3
C_3177,1,1,120,58,120,48
C_3178,17,1,20739,2511,1220,12
C_3179,22,1,10443,1208,475,12
C_318,3,1,4024,397,1341,10
C_3180,6,5,683,129,114,19
C_3181,10,1,8415,2422,842,29
C_3182,3,5,1880,410,627,22
C_3183,1,1,380,37,380,10
C_3184,9,3,20580,4863,2287,24
C_3185,2,5,573,231,287,40
C_3186,4,2,10950,2294,2738,21
C_3187,1,2,600,219,600,36
C_3188,1,3,224,55,224,24
C_3189,3,5,3802,1947,1267,51
C_319,17,5,23238,2980,1367,13
C_3190,1,2,132,47,132,36
C_3191,4,1,6123,270,1531,4
C_3192,2,1,3598,705,1799,20
C_3193,1,4,870,471,870,54
C_3194,1,1,357,128,357,36
C_3195,6,1,2701,763,450,28
C_3196,1,1,67482,15470,67482,23
C_3197,4,4,15990,852,3998,5
C_3198,1,2,88,31,88,36
C_3199,2,1,11299,1895,5650,17
C_32,32,3,11206,3507,350,31
C_320,21,2,16994,2960,809,17
C_3200,6,5,5429,1362,905,25
C_3201,2,5,6584,3140,3292,48
C_3202,3,2,15246,964,5082,6
C_3203,2,5,653,173,327,27
C_3204,5,2,2693,330,539,12
C_3205,12,1,9484,1475,790,16
C_3206,6,4,4435,1244,739,28
C_3207,2,5,220,42,110,19
C_3208,2,5,469,81,235,17
C_3209,1,1,147,82,147,56
C_321,19,3,12047,3102,634,26
C_3210,2,5,3297,1284,1649,39
C_3211,1,1,588,339,588,58
C_3212,5,4,2951,1027,590,35
C_3213,8,3,8258,2533,1032,31
C_3214,1,1,1814,269,1814,15
C_3215,12,1,3977,305,331,8
C_3216,8,3,2992,848,374,28
C_3217,8,3,2662,746,333,28
C_3218,7,1,5348,1666,764,31
C_3219,25,5,72939,15369,2918,21
C_322,19,4,8788,1588,463,18
C_3220,5,5,1073,328,215,31
C_3221,4,5,2976,1121,744,38
C_3222,5,5,5139,492,1028,10
C_3223,1,2,140,100,140,71
C_3224,5,1,887,301,177,34
C_3225,14,2,8796,1977,628,22
C_3226,3,3,3187,556,1062,17
C_3227,10,4,5023,1031,502,21
C_3228,8,1,112508,21846,14064,19
C_3229,5,1,10773,4431,2155,41
C_323,8,3,7379,2452,922,33
C_3230,1,1,10594,5849,10594,55
C_3231,2,5,5717,2666,2859,47
C_3232,3,5,1014,247,338,24
C_3233,9,1,4433,1400,493,32
C_3234,6,1,3135,155,523,5
C_3235,1,1,1744,214,1744,12
C_3236,1,2,1200,457,1200,38
C_3237,1,3,90,56,90,62
C_3238,4,1,12818,2154,3205,17
C_3239,1,3,1512,438,1512,29
C_324,8,4,2478,506,310,20
C_3240,1,3,300,40,300,13
C_3241,1,3,25,3,25,13
C_3242,38,3,120287,31660,3165,26
C_3243,6,5,6037,921,1006,15
C_3244,2,1,2661,315,1331,12
C_3245,2,1,577,117,289,20
C_3246,1,1,3417,467,3417,14
C_3247,3,4,11528,6304,3843,55
C_3248,19,1,206898,34656,10889,17
C_3249,10,4,2068,501,207,24
C_325,30,1,49316,19393,1644,39
C_3250,1,2,2782,1381,2782,50
C_3251,8,1,6374,1132,797,18
C_3252,3,2,1222,38,407,3
C_3253,10,2,3596,475,360,13
C_3254,1,4,130,24,130,18
C_3255,2,5,2943,941,1472,32
C_3256,2,5,20889,7708,10445,37
C_3257,9,2,11537,2171,1282,19
C_3258,1,2,2765,1,2765,1
C_3259,18,5,26757,6104,1487,23
C_326,26,3,46797,8881,1800,19
C_3260,7,1,51086,16961,7298,33
C_3261,3,5,14536,1152,4845,8
C_3262,4,1,24969,4765,6242,19
C_3263,2,5,2106,201,1053,10
C_3264,1,1,936,426,936,45
C_3265,10,3,48069,6220,4807,13
C_3266,20,2,8649,2731,432,32
C_3267,4,2,3513,1146,878,33
C_3268,3,3,3485,464,1162,13
C_3269,1,1,225,121,225,54
C_327,2,4,341,97,171,28
C_3270,14,1,12426,2687,888,22
C_3271,5,5,3142,113,628,4
C_3272,4,3,830,56,208,7
C_3273,27,5,22729,6771,842,30
C_3274,11,4,43107,17043,3919,40
C_3275,6,5,9158,2077,1526,23
C_3276,6,5,1871,327,312,18
C_3277,1,1,22500,456,22500,2
C_3278,4,5,19159,2992,4790,16
C_3279,26,1,33778,6674,1299,20
C_328,23,1,18486,3214,804,17
C_3280,16,1,18739,7033,1171,38
C_3281,2,5,2397,1172,1199,49
C_3282,8,2,3418,480,427,14
C_3283,3,5,4313,622,1438,14
C_3284,3,5,11923,1849,3974,16
C_3285,1,2,7140,637,7140,9
C_3286,9,2,5601,904,622,16
C_3287,15,3,6446,1946,430,30
C_3288,3,4,1452,500,484,34
C_3289,8,5,21728,5037,2716,23
C_329,6,4,24401,5673,4067,23
C_3290,1,1,255,17,255,7
C_3291,2,1,30392,9582,15196,32
C_3292,1,1,1437,421,1437,29
C_3293,6,1,65128,8777,10855,13
C_3294,20,1,37671,4686,1884,12
C_3296,2,5,1736,645,868,37
C_3297,4,1,40576,4469,10144,11
C_3298,3,5,5146,2882,1715,56
C_3299,2,5,12440,3835,6220,31
C_33,22,1,11196,2129,509,19
C_330,20,4,18455,5622,923,30
C_3300,5,5,538,165,108,31
C_3301,6,5,8794,275,1466,3
C_3302,34,3,239808,46817,7053,20
C_3303,7,1,2017,263,288,13
C_3304,3,5,1240,144,413,12
C_3305,16,5,11664,2094,729,18
C_3306,3,4,4134,832,1378,20
C_3307,1,1,1450,684,1450,47
C_3308,18,1,22173,4158,1232,19
C_3309,2,5,3245,132,1623,4
C_331,18,3,8297,2163,461,26
C_3310,5,3,19714,3406,3943,17
C_3311,6,1,60915,13807,10153,23
C_3312,1,1,3540,386,3540,11
C_3313,10,5,47151,9419,4715,20
C_3314,3,5,4300,2202,1433,51
C_3315,11,1,7211,1860,656,26
C_3316,14,1,31366,4431,2240,14
C_3317,2,5,1148,49,574,4
C_3318,4,5,2125,186,531,9
C_3319,2,5,1145,194,573,17
C_332,14,5,7534,1564,538,21
C_3320,3,1,2463,949,821,39
C_3321,2,5,13620,6800,6810,50
C_3322,1,2,75,39,75,53
C_3323,1,2,519,197,519,38
C_3324,1,3,320,5,320,2
C_3325,5,5,2886,532,577,18
C_3326,2,5,379,50,190,13
C_3327,20,3,20346,5418,1017,27
C_3328,1,4,493,146,493,30
C_3329,5,1,7291,1855,1458,25
C_333,40,2,71475,14552,1787,20
C_3330,9,5,6179,1187,687,19
C_3331,3,2,4164,199,1388,5
C_3332,1,1,1875,900,1875,48
C_3333,9,2,4376,1594,486,36
C_3334,8,3,10088,2388,1261,24
C_3335,13,3,3851,779,296,20
C_3336,1,3,2240,1336,2240,60
C_3337,5,3,9353,1754,1871,19
C_3338,6,5,5472,588,912,11
C_3339,2,5,21736,11159,10868,51
C_334,5,2,3109,415,622,13
C_3340,27,3,57124,13872,2116,24
C_3341,1,2,3176,1518,3176,48
C_3342,1,3,180,112,180,62
C_3343,3,5,484,97,161,20
C_3344,11,5,8905,1806,810,20
C_3345,18,1,13321,3036,740,23
C_3346,6,2,53983,6486,8997,12
C_3347,1,2,720,261,720,36
C_3348,19,1,12216,2217,643,18
C_3349,4,2,3404,352,851,10
C_335,13,1,7687,825,591,11
C_3350,4,4,850,193,213,23
C_3351,3,5,806,128,269,16
C_3352,5,1,4133,1596,827,39
C_3353,1,1,2462,402,2462,16
C_3354,6,1,19959,2009,3327,10
C_3355,10,5,6640,1470,664,22
C_3356,3,3,2889,468,963,16
C_3357,4,5,714,64,179,9
C_3358,4,5,357,49,89,14
C_3359,4,5,357,32,89,9
C_336,6,3,58389,13128,9732,22
C_3360,7,3,1964,638,281,32
C_3361,5,2,1093,244,219,22
C_3362,3,5,2552,508,851,20
C_3363,4,1,994,129,249,13
C_3364,4,1,1009,128,252,13
C_3365,4,1,1040,146,260,14
C_3366,12,1,6496,1224,541,19
C_3367,3,3,2839,463,946,16
C_3368,23,4,51695,13113,2248,25
C_3369,2,5,9956,4373,4978,44
C_337,24,3,49014,7552,2042,15
C_3370,13,4,9441,2711,726,29
C_3371,9,1,5942,1349,660,23
C_3372,1,2,960,173,960,18
C_3373,4,1,6324,1068,1581,17
C_3374,1,1,5900,489,5900,8
C_3375,1,3,600,145,600,24
C_3376,1,1,5645,2671,5645,47
C_3377,3,5,7150,1011,2383,14
C_3378,2,2,882,150,441,17
C_3379,4,4,29710,8468,7428,29
C_338,37,4,47612,13600,1287,29
C_3380,1,1,195,58,195,30
C_3381,4,3,4700,1804,1175,38
C_3382,1,1,678,144,678,21
C_3383,3,1,11183,3241,3728,29
C_3384,1,3,1200,799,1200,67
C_3385,2,3,2076,1424,1038,69
C_3386,2,3,9250,2085,4625,23
C_3387,1,3,510,316,510,62
C_3388,2,5,970,506,485,52
C_3389,1,4,363,174,363,48
C_339,15,3,21244,5621,1416,26
C_3390,2,5,1431,551,716,38
C_3391,2,5,2060,903,1030,44
C_3392,4,5,789,43,197,5
C_3393,3,5,19465,3424,6488,18
C_3394,1,1,9107,4787,9107,53
C_3395,1,2,3348,1598,3348,48
C_3396,1,1,890,140,890,16
C_3397,14,1,11408,2155,815,19
C_3398,1,4,2522,1144,2522,45
C_3399,3,5,7392,707,2464,10
C_34,5,5,9736,1986,1947,20
C_340,27,1,8691,1666,322,19
C_3400,1,2,882,273,882,31
C_3401,2,5,4765,511,2383,11
C_3402,2,5,3042,1134,1521,37
C_3403,6,5,525,70,88,13
C_3404,1,2,3002,7,3002,1
C_3405,5,2,3709,492,742,13
C_3406,13,1,8632,1210,664,14
C_3407,2,5,5307,2688,2654,51
C_3408,1,2,26722,8374,26722,31
C_3409,3,1,9893,2129,3298,22
C_341,16,4,6678,963,417,14
C_3410,8,1,48674,7143,6084,15
C_3411,4,2,6855,675,1714,10
C_3412,15,1,7940,1400,529,18
C_3413,1,2,752,156,752,21
C_3414,15,2,15034,2993,1002,20
C_3415,2,3,388,262,194,68
C_3416,20,2,26694,4001,1335,15
C_3417,5,2,1637,237,327,15
C_3418,2,3,725,167,363,23
C_3419,3,3,2223,411,741,18
C_342,26,3,19682,5257,757,27
C_3420,3,5,3462,990,1154,29
C_3421,1,3,420,238,420,57
C_3422,8,3,14644,4479,1831,31
C_3423,1,1,245,138,245,56
C_3424,1,2,4230,1269,4230,30
C_3425,3,1,2068,1079,689,52
C_3426,1,2,2765,197,2765,7
C_3427,4,3,1586,792,397,50
C_3428,9,5,7511,2222,835,30
C_3429,3,1,3808,1485,1269,39
C_343,68,1,78441,18073,1154,23
C_3430,1,3,3200,227,3200,7
C_3431,15,1,7781,1424,519,18
C_3432,4,1,214,71,54,33
C_3433,1,2,600,227,600,38
C_3434,1,1,195,36,195,19
C_3435,2,5,6775,2375,3388,35
C_3436,3,1,250,107,83,43
C_3437,1,3,13508,8449,13508,63
C_3438,4,5,11102,3836,2776,35
C_3439,7,5,13219,4386,1888,33
C_344,29,2,19737,4716,681,24
C_3440,3,1,205,86,68,42
C_3441,9,4,18995,6092,2111,32
C_3442,6,1,5862,658,977,11
C_3443,1,2,368,88,368,24
C_3444,11,1,13326,2554,1211,19
C_3445,4,3,740,129,185,17
C_3446,11,1,15789,3199,1435,20
C_3447,1,1,400,139,400,35
C_3448,1,1,1800,34,1800,2
C_3449,1,3,330,187,330,57
C_345,1,3,333,49,333,15
C_3450,6,1,5314,2378,886,45
C_3451,2,1,18185,2614,9093,14
C_3452,7,5,6974,1911,996,27
C_3453,8,4,5231,1326,654,25
C_3454,4,3,6224,1516,1556,24
C_3455,7,1,30870,7799,4410,25
C_3456,4,1,101488,26119,25372,26
C_3457,13,1,10433,3995,803,38
C_3458,17,4,98131,29701,5772,30
C_3459,6,1,5525,1207,921,22
C_346,19,2,4617,587,243,13
C_3460,1,2,1836,83,1836,5
C_3461,3,1,1831,522,610,29
C_3462,2,4,404,151,202,37
C_3463,2,5,118,37,59,31
C_3464,4,2,12490,886,3123,7
C_3465,2,5,419,26,210,6
C_3466,4,2,804,38,201,5
C_3467,9,1,11974,2159,1330,18
C_3468,3,1,6540,1212,2180,19
C_3469,1,2,20,14,20,68
C_347,11,4,8388,1797,763,21
C_3470,5,5,7161,1947,1432,27
C_3471,1,3,2076,1331,2076,64
C_3472,1,2,1238,378,1238,31
C_3473,7,2,2592,531,370,20
C_3474,1,1,126,52,126,41
C_3475,1,4,270,39,270,14
C_3476,7,4,3220,913,460,28
C_3477,1,1,6210,1703,6210,27
C_3478,1,1,123,50,123,41
C_3479,1,3,450,157,450,35
C_348,10,3,7230,1827,723,25
C_3480,3,5,5291,390,1764,7
C_3481,1,1,1408,553,1408,39
C_3482,2,5,1125,618,563,55
C_3483,2,3,636,451,318,71
C_3484,5,1,5919,676,1184,11
C_3485,22,1,27905,4915,1268,18
C_3486,1,1,120,65,120,54
C_3487,2,5,4861,1554,2431,32
C_3488,1,2,158,48,158,30
C_3489,11,4,39138,12164,3558,31
C_349,24,4,28343,4155,1181,15
C_3490,1,2,1463,450,1463,31
C_3491,8,3,6726,2306,841,34
C_3492,4,1,538,247,135,46
C_3493,2,5,424,228,212,54
C_3494,1,2,400,224,400,56
C_3495,1,2,396,104,396,26
C_3496,1,2,864,228,864,26
C_3497,2,5,789,139,395,18
C_3498,25,1,62933,14770,2517,23
C_3499,1,2,508,134,508,26
C_35,27,4,12229,2727,453,22
C_350,11,5,4759,907,433,19
C_3500,2,5,1435,722,718,50
C_3501,10,2,8828,1614,883,18
C_3502,7,3,12809,3520,1830,27
C_3503,1,3,324,167,324,52
C_3504,1,2,1958,602,1958,31
C_3505,3,1,6946,2964,2315,43
C_3506,2,1,968,236,484,24
C_3507,1,3,1740,1360,1740,78
C_3508,5,3,4439,644,888,15
C_3509,19,1,66729,9667,3512,14
C_351,13,1,12308,1723,947,14
C_3510,11,1,11397,1988,1036,17
C_3511,4,1,2454,235,614,10
C_3512,1,1,368,204,368,55
C_3513,9,1,8550,842,950,10
C_3514,16,1,21079,3401,1317,16
C_3515,5,1,3992,734,798,18
C_3516,16,5,15664,1993,979,13
C_3517,5,2,2051,887,410,43
C_3518,2,5,794,96,397,12
C_3519,1,1,7030,3596,7030,51
C_352,10,4,6461,1227,646,19
C_3520,14,1,41728,6326,2981,15
C_3521,1,1,7350,803,7350,11
C_3522,2,5,19290,3211,9645,17
C_3523,1,1,11550,5101,11550,44
C_3524,2,5,5928,2036,2964,34
C_3525,1,1,1200,142,1200,12
C_3526,13,2,7801,1405,600,18
C_3527,12,4,13594,3698,1133,27
C_3528,1,2,1269,574,1269,45
C_3529,3,3,750,182,250,24
C_353,40,3,40558,9410,1014,23
C_3530,2,5,9850,3675,4925,37
C_3531,1,3,3300,1871,3300,57
C_3532,2,5,1656,297,828,18
C_3533,2,5,3790,2845,1895,75
C_3534,1,1,195,14,195,7
C_3535,6,2,10656,4573,1776,43
C_3536,1,2,1740,505,1740,29
C_3537,1,2,1485,126,1485,8
C_3538,7,1,11998,4484,1714,37
C_3539,1,4,550,215,550,39
C_354,11,3,2512,458,228,18
C_3540,3,4,831,157,277,19
C_3541,14,1,17564,1735,1255,10
C_3542,6,1,7751,2661,1292,34
C_3543,4,5,12860,8130,3215,63
C_3544,8,1,2654,546,332,21
C_3545,1,2,2621,1274,2621,49
C_3546,3,5,4508,228,1503,5
C_3547,3,5,295,94,98,32
C_3548,1,1,1863,431,1863,23
C_3549,1,3,930,504,930,54
C_355,38,3,88802,12167,2337,14
C_3550,6,2,6564,787,1094,12
C_3551,3,1,3528,1169,1176,33
C_3552,1,3,2280,1400,2280,61
C_3553,3,4,22283,8307,7428,37
C_3554,3,1,5098,247,1699,5
C_3555,11,1,33275,10930,3025,33
C_3556,9,1,16703,1769,1856,11
C_3557,3,1,5276,1854,1759,35
C_3558,1,4,244,239,244,98
C_3559,2,5,2415,1124,1208,47
C_356,17,3,8843,906,520,10
C_3560,1,3,2393,1309,2393,55
C_3561,24,2,17283,6108,720,35
C_3562,1,2,441,60,441,14
C_3563,2,5,5971,2846,2986,48
C_3564,1,1,1240,652,1240,53
C_3565,10,3,10588,2776,1059,26
C_3566,1,4,1980,502,1980,25
C_3567,3,3,3160,1768,1053,56
C_3568,3,3,1580,884,527,56
C_3569,3,3,1580,884,527,56
C_357,23,3,11035,1440,480,13
C_3570,4,2,1244,84,311,7
C_3571,4,1,13701,5448,3425,40
C_3572,1,3,2910,1834,2910,63
C_3573,2,1,580,276,290,48
C_3574,2,2,1958,72,979,4
C_3575,3,2,21030,1582,7010,8
C_3576,9,1,11627,1424,1292,12
C_3577,2,1,3751,1306,1876,35
C_3578,10,3,3065,784,307,26
C_3579,1,1,1100,592,1100,54
C_358,40,1,48937,14206,1223,29
C_3580,1,1,240,25,240,10
C_3581,6,4,2608,503,435,19
C_3582,1,1,123,15,123,12
C_3583,1,3,480,272,480,57
C_3584,1,1,1822,891,1822,49
C_3585,1,1,245,124,245,51
C_3586,10,5,4135,790,414,19
C_3587,3,5,708,112,236,16
C_3588,4,2,34111,3605,8528,11
C_3589,6,1,7858,2388,1310,30
C_359,10,1,5773,764,577,13
C_3590,16,5,94512,19055,5907,20
C_3591,4,2,5298,2282,1325,43
C_3592,8,2,8666,3533,1083,41
C_3593,2,2,5996,1840,2998,31
C_3594,2,5,1721,838,861,49
C_3595,17,1,9907,1284,583,13
C_3596,1,1,405,188,405,46
C_3597,3,5,10190,2772,3397,27
C_3598,13,1,22285,2465,1714,11
C_3599,2,1,5890,81,2945,1
C_36,4,4,1355,103,339,8
C_360,19,1,99985,13414,5262,13
C_3600,7,2,1237,159,177,13
C_3601,15,1,9153,1354,610,15
C_3602,1,2,61,1,61,2
C_3603,9,1,8147,1054,905,13
C_3604,9,1,7695,1594,855,21
C_3605,5,2,6448,2740,1290,42
C_3606,12,1,8720,1336,727,15
C_3607,2,3,323,170,162,53
C_3608,1,1,180,7,180,4
C_3609,1,2,375,58,375,15
C_361,18,1,49429,8876,2746,18
C_3610,3,5,1028,18,343,2
C_3611,2,1,4191,487,2096,12
C_3612,2,5,638,195,319,30
C_3613,1,4,124,89,124,72
C_3614,11,5,7227,2355,657,33
C_3615,1,1,135,56,135,42
C_3616,3,1,1087,457,362,42
C_3617,1,2,69,32,69,47
C_3618,2,5,990,311,495,31
C_3619,2,2,1540,547,770,36
C_362,7,3,4952,566,707,11
C_3620,3,1,386,71,129,18
C_3621,2,5,3638,1712,1819,47
C_3622,19,1,23093,5541,1215,24
C_3623,2,1,601,277,301,46
C_3624,6,3,8716,3025,1453,35
C_3625,2,5,19268,3021,9634,16
C_3626,21,3,58112,10883,2767,19
C_3627,1,3,297,195,297,66
C_3628,9,5,18755,4113,2084,22
C_3629,23,1,20255,7255,881,36
C_363,3,3,679,94,226,14
C_3630,6,5,1361,251,227,18
C_3631,2,5,1632,577,816,35
C_3632,16,3,4891,1162,306,24
C_3633,1,3,774,474,774,61
C_3634,1,2,5355,2141,5355,40
C_3635,7,4,6415,1711,916,27
C_3636,6,5,8758,3541,1460,40
C_3637,2,5,1011,439,506,43
C_3638,3,5,1677,152,559,9
C_3639,1,4,110,33,110,30
C_364,1,2,648,211,648,33
C_3640,2,5,4253,1619,2127,38
C_3641,4,1,1244,479,311,39
C_3642,6,2,3699,333,617,9
C_3643,3,1,370,55,123,15
C_3644,4,4,854,321,214,38
C_3645,1,4,1368,242,1368,18
C_3646,2,5,4196,1747,2098,42
C_3647,1,2,2923,8,2923,1
C_3648,7,1,14657,1952,2094,13
C_3649,13,5,1705,258,131,15
C_365,24,3,14101,2016,588,14
C_3650,5,5,3426,877,685,26
C_3651,4,3,2386,716,597,30
C_3652,18,4,31588,9437,1755,30
C_3653,2,3,469,227,235,48
C_3654,2,5,3599,1689,1800,47
C_3655,3,5,10735,2677,3578,25
C_3656,1,2,120,14,120,11
C_3657,1,4,193,45,193,24
C_3658,11,4,4334,774,394,18
C_3659,1,3,805,430,805,53
C_366,28,3,39769,5101,1420,13
C_3660,6,1,21043,2311,3507,11
C_3661,3,1,2518,141,839,6
C_3662,2,5,2472,1206,1236,49
C_3663,1,3,935,514,935,55
C_3664,6,5,3002,501,500,17
C_3665,1,4,5847,2751,5847,47
C_3666,2,5,8390,3420,4195,41
C_3667,2,5,2503,8,1252,1
C_3668,2,5,9616,2638,4808,27
C_3669,1,3,120,66,120,55
C_367,19,3,36348,5418,1913,15
C_3670,9,5,5027,1233,559,25
C_3671,2,5,212,68,106,32
C_3672,1,2,950,361,950,38
C_3673,1,1,84,35,84,42
C_3674,1,3,726,410,726,56
C_3675,4,4,33181,11318,8295,34
C_3676,2,5,2288,448,1144,20
C_3677,1,3,540,335,540,62
C_3678,1,1,80,17,80,21
C_3679,2,5,729,74,365,10
C_368,8,3,4979,657,622,13
C_3680,2,5,2185,1003,1093,46
C_3681,1,3,3250,207,3250,6
