ID Cliente,ID Producto,Precio Total
C_3967,P_284,416
C_3967,P_289,840
C_3699,P_236,50
C_3699,P_284,120
C_69,P_60,1.950
C_69,P_284,264
C_69,P_288,130
C_69,P_311,960
C_1211,P_190,728
C_1211,P_434,3.600
C_1010,P_279,352
C_1010,P_284,180
C_2472,P_41,240
C_2472,P_57,325
C_2472,P_288,90
C_2472,P_328,871
C_2472,P_330,1.925
C_335,P_297,300
C_899,P_297,600
C_5047,P_279,1.035
C_5047,P_284,315
C_5047,P_289,244
C_1011,P_57,293
C_1011,P_263,168
C_1011,P_289,180
C_1011,P_330,380
C_3876,P_60,578
C_3876,P_364,392
C_1014,P_190,480
C_1014,P_221,972
C_1014,P_434,684
C_5633,P_297,146
C_5634,P_297,146
C_4793,P_40,630
C_4793,P_60,1.480
C_4793,P_190,855
C_4793,P_284,1.200
C_1456,P_185,76
C_2057,P_14,66
C_2057,P_171,900
C_2057,P_185,1.245
C_2057,P_221,1.170
C_2057,P_284,390
C_2057,P_333,2.360
C_2057,P_364,3.424
C_2057,P_407,150
C_3919,P_216,135
C_3919,P_344,48
C_3919,P_393,42
C_4406,P_216,0
C_4406,P_344,0
C_4406,P_364,384
C_1566,P_216,121
C_2363,P_415,1.470
C_1855,P_216,1.350
C_1855,P_344,450
C_5635,P_297,594
C_4261,P_297,720
C_5467,P_297,768
C_1640,P_26,2.160
C_1218,P_432,240
C_1359,P_297,950
C_1641,P_406,1.870
C_3920,P_8,300
C_3920,P_10,150
C_3920,P_216,121
C_202,P_39,413
C_202,P_46,310
C_202,P_97,213
C_202,P_311,95
C_202,P_364,951
C_79,P_284,1.160
C_4775,P_297,429
C_205,P_406,840
C_1644,P_284,180
C_1644,P_330,2.280
C_1644,P_388,424
C_80,P_185,3.025
C_80,P_201,3.687
C_80,P_284,1.380
C_80,P_333,7.905
C_80,P_364,4.416
C_1714,P_432,500
C_4413,P_57,59
C_4413,P_126,231
C_4413,P_185,158
C_4413,P_279,330
C_4413,P_284,144
C_4413,P_289,90
C_1931,P_8,396
C_1931,P_432,528
C_1932,P_8,114
C_1932,P_432,152
C_3555,P_216,1.098
C_3555,P_344,3.440
C_3555,P_393,288
C_4899,P_297,1.449
C_2498,P_297,204
C_709,P_297,263
C_5482,P_216,280
C_5482,P_344,96
C_5482,P_393,80
C_85,P_8,455
C_85,P_10,276
C_85,P_216,302
C_1982,P_190,1.650
C_1982,P_201,882
C_1982,P_221,1.175
C_1982,P_284,390
C_1982,P_333,2.366
C_3807,P_58,1.044
C_3807,P_185,730
C_5106,P_216,270
C_5106,P_10,328
C_2502,P_8,250
C_4271,P_57,988
C_5460,P_57,0
C_4913,P_60,570
C_4913,P_364,388
C_2556,P_8,604
C_2556,P_110,26
C_5636,P_41,226
C_5636,P_58,413
C_5636,P_330,532
C_5636,P_350,225
C_2738,P_93,132
C_2738,P_270,390
C_2738,P_306,360
C_2205,P_297,720
C_3160,P_190,858
C_3160,P_221,940
C_3160,P_284,260
C_3160,P_333,1.775
C_1989,P_60,188
C_1989,P_76,128
C_1989,P_270,124
C_5262,P_311,200
C_214,P_10,152
C_214,P_216,122
C_1936,P_8,408
C_600,P_65,238
C_600,P_216,123
C_600,P_264,132
C_600,P_380,162
C_88,P_57,1.500
C_88,P_201,86
C_88,P_330,154
C_88,P_350,160
C_88,P_364,1.584
C_2138,P_311,500
C_2139,P_311,500
C_353,P_40,1.024
C_353,P_60,3.400
C_353,P_245,420
C_353,P_330,1.280
C_602,P_125,496
C_4328,P_297,60
C_4329,P_297,20
C_3115,P_38,576
C_5368,P_23,210
C_5368,P_41,232
C_5368,P_50,381
C_5368,P_185,225
C_5368,P_236,100
C_5368,P_310,100
C_5368,P_350,60
C_5368,P_364,192
C_1080,P_8,520
C_1080,P_110,22
C_495,P_60,2.220
C_495,P_185,304
C_355,P_263,1.625
C_355,P_284,390
C_3896,P_41,120
C_3896,P_397,275
C_496,P_432,300
C_496,P_10,492
C_496,P_122,213
C_496,P_216,396
C_1995,P_165,1.320
C_1995,P_408,280
C_12,P_201,805
C_12,P_311,1.050
C_497,P_185,228
C_497,P_263,488
C_5318,P_216,480
C_5318,P_344,200
C_5318,P_393,200
C_219,P_406,1.246
C_1513,P_40,130
C_1513,P_53,210
C_1513,P_201,725
C_1513,P_364,784
C_4779,P_432,51
C_4021,P_122,80
C_4021,P_216,125
C_4021,P_344,45
C_5076,P_60,1.440
C_5076,P_185,1.200
C_725,P_60,2.555
C_1380,P_76,411
C_1380,P_126,735
C_1380,P_185,634
C_1380,P_245,90
C_227,P_126,2.580
C_227,P_221,665
C_1576,P_40,620
C_1576,P_185,317
C_1576,P_244,140
C_1576,P_328,130
C_1576,P_333,400
C_1576,P_350,50
C_1576,P_407,140
C_815,P_432,480
C_5623,P_163,264
C_367,P_333,1.450
C_370,P_41,112
C_370,P_216,150
C_370,P_344,50
C_370,P_407,272
C_5227,P_216,130
C_5227,P_344,50
C_101,P_45,150
C_371,P_8,540
C_371,P_110,18
C_371,P_216,125
C_371,P_344,45
C_1316,P_41,130
C_1316,P_185,656
C_1316,P_201,700
C_1316,P_221,863
C_1155,P_185,1.748
C_1155,P_244,420
C_1155,P_407,180
C_372,P_244,1.120
C_16,P_23,735
C_16,P_407,68
C_2279,P_14,20
C_2279,P_40,122
C_2279,P_168,350
C_2279,P_185,222
C_2279,P_211,80
C_2279,P_284,59
C_1578,P_289,380
C_232,P_336,160
C_232,P_364,420
C_232,P_411,520
C_2591,P_26,101
C_2769,P_297,1.260
C_3491,P_344,45
C_1235,P_221,380
C_2535,P_190,140
C_2535,P_244,200
C_5016,P_311,403
C_105,P_284,191
C_1390,P_311,990
C_820,P_201,753
C_384,P_185,11.100
C_21,P_8,240
C_21,P_40,1.072
C_21,P_110,10
C_22,P_8,180
C_22,P_110,8
C_22,P_216,560
C_22,P_344,192
C_22,P_393,160
C_620,P_415,302
C_4642,P_41,1.110
C_4642,P_40,625
C_5370,P_8,700
C_736,P_41,236
C_736,P_236,100
C_5433,P_432,193
C_5434,P_432,193
C_1033,P_60,2.008
C_1033,P_270,840
C_1033,P_284,385
C_1033,P_330,1.404
C_1033,P_350,360
C_4478,P_8,540
C_1325,P_221,230
C_1325,P_245,240
C_1325,P_408,138
C_3622,P_57,531
C_3622,P_185,525
C_3622,P_221,314
C_3622,P_236,100
C_112,P_58,582
C_112,P_185,1.110
C_112,P_377,495
C_938,P_297,831
C_4096,P_297,412
C_1392,P_190,620
C_943,P_18,1.365
C_943,P_34,396
C_943,P_220,110
C_2509,P_43,1.134
C_629,P_432,490
C_1164,P_185,1.976
C_1164,P_244,300
C_1913,P_41,1.110
C_1913,P_57,1.220
C_1913,P_97,900
C_1913,P_163,833
C_1913,P_185,3.750
C_1913,P_350,1.700
C_5592,P_297,112
C_631,P_330,152
C_1584,P_284,30
C_2291,P_377,350
C_2782,P_244,280
C_26,P_50,762
C_1395,P_43,403
C_2350,P_364,190
C_826,P_297,960
C_3626,P_40,650
C_3626,P_190,720
C_3626,P_201,165
C_3626,P_216,780
C_3626,P_221,1.320
C_3626,P_284,496
C_3626,P_311,2.625
C_3626,P_328,140
C_3626,P_333,5.700
C_3626,P_344,300
C_3626,P_364,2.574
C_3626,P_393,240
C_1471,P_8,500
C_633,P_40,1.300
C_4438,P_432,235
C_29,P_41,110
C_29,P_45,540
C_29,P_216,496
C_29,P_288,672
C_29,P_311,1.901
C_29,P_344,192
C_5637,P_50,435
C_829,P_432,750
C_2903,P_60,900
C_3242,P_17,870
C_3242,P_245,140
C_3242,P_288,19
C_3242,P_312,1.564
C_2152,P_168,350
C_2152,P_185,152
C_2152,P_289,90
C_1872,P_328,175
C_1170,P_216,260
C_1398,P_121,40
C_1398,P_216,75
C_1398,P_344,25
C_1399,P_121,40
C_1399,P_216,75
C_1399,P_344,25
C_32,P_297,29
C_514,P_216,130
C_514,P_344,18
C_640,P_244,140
C_747,P_60,3.040
C_747,P_185,1.368
C_747,P_284,325
C_747,P_336,2.730
C_2153,P_16,1.156
C_2153,P_40,504
C_2153,P_57,417
C_2153,P_311,1.248
C_2153,P_333,1.350
C_2153,P_364,388
C_5373,P_297,300
C_1171,P_8,350
C_1248,P_53,240
C_1248,P_185,304
C_1248,P_221,173
C_1248,P_284,80
C_517,P_200,504
C_644,P_200,504
C_397,P_60,2.161
C_1404,P_10,297
C_1404,P_216,240
C_4332,P_297,99
C_1726,P_201,84
C_4505,P_310,558
C_4505,P_311,186
C_399,P_41,234
C_399,P_50,381
C_399,P_312,460
C_399,P_407,71
C_1098,P_190,620
C_1098,P_201,263
C_1098,P_350,80
C_2706,P_40,134
C_2706,P_388,540
C_2706,P_434,1.400
C_261,P_60,7.900
C_261,P_190,310
C_261,P_288,97
C_4313,P_311,978
C_2785,P_221,250
C_2572,P_14,72
C_2572,P_60,5.700
C_2572,P_190,630
C_2572,P_221,1.120
C_2572,P_284,650
C_2572,P_364,1.960
C_5085,P_38,136
C_5085,P_60,1.083
C_5085,P_185,750
C_5085,P_273,5
C_5085,P_406,172
C_1728,P_41,1.008
C_1728,P_185,0
C_1728,P_236,0
C_2412,P_57,236
C_1917,P_216,264
C_1530,P_50,1.560
C_4852,P_154,120
C_2107,P_312,693
C_5517,P_432,1.050
C_2932,P_110,16
C_2932,P_154,408
C_842,P_14,108
C_842,P_41,456
C_842,P_221,2.312
C_842,P_284,188
C_530,P_311,4.389
C_530,P_414,6.164
C_410,P_174,290
C_533,P_310,176
C_4026,P_297,1.530
C_271,P_57,128
C_271,P_312,186
C_4394,P_60,195
C_4394,P_190,128
C_4394,P_216,122
C_4394,P_245,70
C_4394,P_344,60
C_535,P_302,15.239
C_2436,P_297,1.100
C_5375,P_10,184
C_5375,P_216,151
C_2424,P_297,2.068
C_3415,P_8,186
C_1599,P_57,124
C_1599,P_185,240
C_1599,P_434,685
C_2823,P_200,963
C_2823,P_350,350
C_1676,P_201,168
C_416,P_8,210
C_416,P_110,7
C_416,P_401,120
C_538,P_244,140
C_538,P_311,460
C_2325,P_216,520
C_2325,P_311,220
C_2325,P_333,580
C_2325,P_344,192
C_275,P_43,93
C_5638,P_302,66.830
C_42,P_41,1.160
C_42,P_57,2.832
C_42,P_221,2.860
C_4334,P_297,50
C_3954,P_40,252
C_2642,P_221,2.754
C_2642,P_350,600
C_137,P_53,220
C_137,P_201,263
C_137,P_221,1.035
C_137,P_407,70
C_5285,P_41,854
C_5285,P_60,6.000
C_5285,P_201,1.645
C_5453,P_8,450
C_1181,P_41,840
C_1181,P_57,1.220
C_1181,P_244,720
C_1181,P_279,660
C_1181,P_284,390
C_1181,P_336,640
C_1181,P_407,900
C_2437,P_171,1.330
C_2437,P_289,735
C_1419,P_203,3.360
C_965,P_58,595
C_965,P_185,2.146
C_965,P_221,631
C_965,P_236,144
C_4998,P_60,9.180
C_4998,P_201,4.649
C_4998,P_221,1.470
C_4998,P_284,480
C_4998,P_364,3.072
C_1045,P_8,394
C_1045,P_110,17
C_1045,P_216,280
C_1045,P_344,96
C_1045,P_393,80
C_2542,P_41,2.145
C_2543,P_41,2.145
C_5505,P_216,450
C_5505,P_344,150
C_47,P_297,29
C_3344,P_297,176
C_287,P_10,1.036
C_287,P_121,480
C_287,P_216,847
C_3094,P_41,114
C_3094,P_60,1.470
C_3094,P_126,450
C_3094,P_185,740
C_3094,P_201,77
C_3094,P_221,936
C_3094,P_284,177
C_3094,P_311,665
C_3094,P_364,955
C_761,P_201,840
C_5519,P_8,221
C_3109,P_60,2.610
C_3109,P_185,1.890
C_3109,P_201,1.360
C_3109,P_221,1.050
C_3109,P_284,472
C_3109,P_364,2.688
C_3872,P_40,126
C_3872,P_185,234
C_3872,P_220,230
C_3872,P_245,70
C_3872,P_279,330
C_3872,P_284,60
C_3872,P_306,365
C_3872,P_330,78
C_292,P_185,156
C_292,P_220,108
C_292,P_284,60
C_292,P_306,700
C_292,P_328,140
C_1048,P_297,840
C_3080,P_421,5.920
C_5490,P_432,288
C_5639,P_297,444
C_147,P_225,1.040
C_1921,P_10,160
C_1921,P_216,120
C_1921,P_333,833
C_149,P_407,277
C_2662,P_50,816
C_294,P_432,150
C_3016,P_126,5.875
C_3016,P_434,3.936
C_49,P_60,1.643
C_49,P_289,660
C_1741,P_8,420
C_152,P_50,204
C_152,P_57,201
C_152,P_171,600
C_153,P_50,204
C_153,P_57,201
C_153,P_171,600
C_2114,P_26,104
C_2114,P_41,348
C_2114,P_221,645
C_298,P_297,1.560
C_2038,P_216,260
C_2038,P_311,1.100
C_2038,P_344,96
C_2191,P_236,2.775
C_2191,P_279,8.700
C_2191,P_308,11.400
C_2191,P_333,17.150
C_2191,P_336,1.734
C_5640,P_297,99
C_156,P_311,1.056
C_51,P_297,180
C_859,P_297,600
C_5334,P_244,1.600
C_159,P_60,12.618
C_159,P_221,440
C_159,P_284,1.500
C_159,P_328,1.588
C_3141,P_432,248
C_161,P_41,179
C_161,P_57,372
C_161,P_185,507
C_161,P_434,1.258
C_979,P_41,179
C_979,P_57,372
C_979,P_185,507
C_979,P_434,1.258
C_552,P_289,315
C_1889,P_311,110
C_3259,P_289,278
C_5352,P_221,55
C_1341,P_185,820
C_1341,P_288,42
C_1341,P_333,620
C_1341,P_364,630
C_4455,P_53,1.050
C_4455,P_136,1.760
C_4455,P_185,720
C_4455,P_221,112
C_4455,P_270,845
C_4455,P_284,270
C_4456,P_53,1.050
C_4456,P_136,1.760
C_4456,P_185,720
C_4456,P_221,112
C_4456,P_270,845
C_4456,P_284,270
C_1816,P_8,328
C_1816,P_110,14
C_1189,P_39,43
C_1189,P_41,130
C_1189,P_97,50
C_1189,P_185,400
C_1189,P_201,179
C_1189,P_270,160
C_1189,P_288,65
C_1189,P_406,220
C_864,P_14,198
C_864,P_57,581
C_864,P_185,1.830
C_864,P_284,140
C_864,P_408,125
C_1485,P_8,225
C_1485,P_10,200
C_1485,P_121,68
C_1485,P_216,127
C_5411,P_310,1.000
C_1616,P_41,124
C_1616,P_190,360
C_1616,P_244,120
C_1616,P_297,480
C_164,P_174,75
C_164,P_221,475
C_164,P_284,120
C_2040,P_60,722
C_2040,P_245,300
C_2040,P_270,396
C_166,P_126,4.620
C_166,P_185,7.500
C_166,P_388,1.060
C_556,P_297,414
C_5641,P_190,1.768
C_3178,P_126,450
C_3178,P_185,814
C_3178,P_221,936
C_3178,P_284,236
C_3697,P_297,920
C_3731,P_432,51
C_2877,P_185,80
C_5414,P_297,263
C_1963,P_297,1.750
C_4945,P_8,180
C_1193,P_201,322
C_1195,P_57,118
C_1195,P_201,242
C_681,P_432,60
C_560,P_216,300
C_560,P_344,100
C_682,P_55,125
C_682,P_163,51
C_5382,P_311,1.725
C_444,P_171,270
C_444,P_190,32
C_444,P_201,263
C_444,P_288,40
C_444,P_333,560
C_444,P_388,60
C_2765,P_23,420
C_317,P_10,304
C_317,P_216,242
C_1280,P_97,80
C_1280,P_185,400
C_5598,P_297,960
C_2453,P_185,468
C_4769,P_432,252
C_2304,P_185,1.600
C_2304,P_190,1.870
C_2304,P_410,140
C_564,P_114,510
C_564,P_211,225
C_879,P_41,219
C_879,P_185,317
C_2646,P_23,540
C_55,P_40,264
C_55,P_50,1.632
C_55,P_185,240
C_55,P_288,57
C_55,P_364,420
C_1850,P_40,301
C_1850,P_200,201
C_1851,P_40,301
C_1851,P_200,201
C_5642,P_297,1.331
C_1345,P_297,540
C_5643,P_60,780
C_5643,P_190,256
C_5643,P_216,122
C_5643,P_245,70
C_5643,P_344,60
C_1698,P_364,970
C_3683,P_310,840
C_3683,P_330,2.100
C_4772,P_8,150
C_4772,P_432,338
C_2123,P_8,360
C_1442,P_60,1.520
C_1442,P_190,41.600
C_1442,P_216,250
C_1442,P_248,1.140
C_1442,P_344,90
C_1491,P_185,396
C_1491,P_270,160
C_1491,P_284,66
C_1491,P_406,440
C_4356,P_23,240
C_4356,P_60,185
C_3287,P_10,246
C_3287,P_122,142
C_3287,P_216,270
C_4458,P_126,490
C_4458,P_185,634
C_4458,P_245,90
C_2487,P_432,744
C_2487,P_10,1.467
C_2487,P_216,1.188
C_570,P_432,2.009
C_570,P_57,1.170
C_570,P_289,720
C_570,P_330,1.520
C_5644,P_414,632
C_2047,P_43,512
C_460,P_121,1.620
C_460,P_216,2.540
C_460,P_344,1.040
C_1492,P_126,8.250
C_325,P_10,304
C_325,P_216,242
C_1832,P_72,3.600
C_1832,P_126,6.000
C_1832,P_201,3.500
C_1832,P_284,180
C_1832,P_333,8.800
C_3145,P_8,390
C_3145,P_110,13
C_3348,P_60,1.900
C_3348,P_216,130
C_3348,P_311,440
C_3348,P_325,27
C_2343,P_185,380
C_2343,P_350,170
C_1702,P_41,224
C_1702,P_201,1.764
C_1702,P_330,1.140
C_692,P_10,164
C_692,P_122,71
C_692,P_216,135
C_5602,P_38,385
C_5602,P_185,385
C_5602,P_350,210
C_5645,P_297,1.313
C_3394,P_432,225
C_1703,P_344,23
C_5294,P_53,1.337
C_67,P_185,444
C_468,P_10,225
C_468,P_216,154
C_468,P_279,760
C_468,P_284,192
C_468,P_311,330
C_575,P_57,183
C_575,P_284,160
C_575,P_311,321
C_575,P_364,384
C_576,P_289,315
C_68,P_297,52
C_2695,P_60,2.881
C_1209,P_291,400
C_1927,P_174,80
C_5646,P_216,780
C_5646,P_344,300
C_4093,P_46,150
C_1009,P_57,3.886
C_1009,P_185,15.200
C_1009,P_236,2.700
C_1009,P_311,4.500
C_1009,P_333,39.360
C_1009,P_364,23.400
C_1631,P_41,1.200
C_1631,P_60,6.840
C_1631,P_185,3.750
C_1631,P_310,196
C_2329,P_432,540
C_4791,P_432,135
C_4471,P_41,460
C_4471,P_174,75
C_4471,P_185,836
C_4471,P_221,432
C_4471,P_284,124
C_4471,P_350,140
C_4471,P_408,135
C_190,P_333,1.144
C_4584,P_221,2.638
C_4584,P_297,399
C_4585,P_221,2.638
C_4585,P_297,399
C_3170,P_8,252
C_3170,P_50,410
C_577,P_23,2.020
C_4386,P_333,4.160
C_2441,P_8,459
C_2441,P_110,20
C_333,P_364,190
C_1010,P_297,620
C_1010,P_432,240
C_2471,P_10,1.500
C_2471,P_216,1.200
C_579,P_211,160
C_579,P_284,60
C_2951,P_165,120
C_1011,P_432,1.364
C_1296,P_330,1.292
C_4586,P_297,1.680
C_1013,P_303,920
C_1013,P_364,2.548
C_336,P_414,2.529
C_3266,P_165,100
C_3266,P_245,70
C_3095,P_41,342
C_3095,P_60,1.654
C_3095,P_126,225
C_3095,P_185,814
C_3095,P_201,767
C_3095,P_221,520
C_3095,P_284,295
C_3095,P_364,955
C_796,P_60,3.120
C_796,P_364,1.960
C_1900,P_10,492
C_1900,P_216,405
C_1019,P_185,608
C_1019,P_201,725
C_1019,P_284,260
C_1019,P_306,1.076
C_1019,P_364,980
C_2276,P_165,80
C_2276,P_279,325
C_2276,P_284,120
C_2330,P_190,124
C_2330,P_350,240
C_1977,P_152,25
C_1977,P_201,893
C_1977,P_216,512
C_1977,P_344,192
C_1977,P_353,3.300
C_478,P_171,270
C_478,P_190,32
C_478,P_201,263
C_478,P_288,40
C_478,P_333,560
C_478,P_388,60
C_4406,P_60,195
C_4406,P_190,128
C_2199,P_432,330
C_1844,P_41,244
C_1844,P_58,186
C_1844,P_245,75
C_1844,P_289,90
C_1844,P_350,165
C_1844,P_364,196
C_1844,P_408,73
C_2553,P_330,5.625
C_799,P_14,132
C_799,P_53,1.080
C_799,P_136,4.000
C_799,P_185,732
C_799,P_263,638
C_799,P_284,480
C_196,P_432,450
C_801,P_432,360
C_5104,P_201,4.025
C_202,P_97,43
C_202,P_311,190
C_1642,P_165,900
C_3451,P_297,1.002
C_803,P_364,384
C_205,P_41,260
C_205,P_60,1.560
C_205,P_201,893
C_205,P_288,99
C_205,P_364,840
C_704,P_57,1.891
C_804,P_190,630
C_804,P_201,1.750
C_804,P_221,1.792
C_804,P_284,600
C_1644,P_221,424
C_1644,P_284,240
C_80,P_221,55
C_81,P_432,500
C_3334,P_45,290
C_4297,P_185,380
C_4297,P_312,256
C_342,P_185,780
C_342,P_201,329
C_342,P_220,230
C_342,P_245,70
C_342,P_279,330
C_342,P_306,365
C_342,P_311,200
C_343,P_50,780
C_1504,P_185,222
C_1504,P_221,285
C_1504,P_284,120
C_713,P_432,900
C_211,P_289,1.140
C_211,P_312,3.810
C_211,P_333,9.540
C_211,P_388,5.004
C_3251,P_76,260
C_3251,P_312,997
C_913,P_201,401
C_913,P_333,1.060
C_1306,P_97,640
C_1306,P_330,7.320
C_1306,P_350,1.120
C_5325,P_432,616
C_4913,P_190,118
C_1775,P_333,900
C_4818,P_432,252
C_4057,P_57,183
C_4057,P_270,300
C_4057,P_289,98
C_4057,P_330,1.360
C_5647,P_76,138
C_493,P_57,686
C_809,P_53,660
C_809,P_311,420
C_4915,P_297,700
C_495,P_185,304
C_3273,P_60,2.268
C_3273,P_201,1.152
C_3273,P_284,372
C_3273,P_330,1.155
C_1860,P_60,760
C_1860,P_211,45
C_1995,P_201,525
C_1995,P_284,195
C_5648,P_288,46
C_5649,P_297,1.805
C_220,P_174,402
C_220,P_221,315
C_220,P_284,228
C_499,P_284,228
C_221,P_174,402
C_221,P_221,315
C_221,P_284,228
C_222,P_284,228
C_1575,P_10,375
C_1575,P_115,140
C_1575,P_216,325
C_1025,P_60,1.134
C_1025,P_288,112
C_1025,P_310,844
C_1025,P_364,761
C_2780,P_297,700
C_815,P_50,350
C_367,P_201,350
C_1316,P_41,130
C_1316,P_40,130
C_3825,P_410,448
C_4800,P_76,414
C_4800,P_126,4.050
C_4800,P_289,315
C_4800,P_350,280
C_4800,P_434,2.840
C_17,P_10,150
C_17,P_216,121
C_2279,P_220,315
C_2279,P_284,59
C_18,P_185,219
C_18,P_201,74
C_18,P_221,95
C_1864,P_13,660
C_1864,P_57,744
C_1864,P_168,1.400
C_1864,P_364,1.050
C_3770,P_26,1.050
C_5528,P_216,140
C_5528,P_344,50
C_1157,P_284,130
C_1157,P_336,660
C_1157,P_406,1.600
C_733,P_201,1.530
C_733,P_333,268
C_5204,P_310,1.050
C_5204,P_328,544
C_5204,P_350,600
C_1390,P_16,310
C_106,P_190,120
C_106,P_221,212
C_107,P_41,358
C_107,P_60,1.323
C_107,P_185,390
C_107,P_221,756
C_107,P_284,244
C_505,P_16,650
C_505,P_53,216
C_505,P_185,474
C_505,P_201,84
C_505,P_221,270
C_505,P_284,66
C_505,P_350,80
C_505,P_407,70
C_108,P_8,600
C_938,P_297,48
C_242,P_41,341
C_242,P_50,320
C_627,P_121,195
C_627,P_216,375
C_627,P_393,120
C_629,P_165,300
C_5650,P_297,180
C_2291,P_330,152
C_26,P_11,1.320
C_827,P_279,350
C_5438,P_311,1.710
C_829,P_432,375
C_636,P_50,2.050
C_831,P_289,98
C_831,P_350,109
C_393,P_330,480
C_394,P_40,252
C_394,P_220,896
C_394,P_270,480
C_394,P_284,120
C_394,P_311,600
C_394,P_333,1.112
C_1170,P_40,260
C_1170,P_306,2.450
C_1170,P_336,640
C_1398,P_41,60
C_1398,P_190,116
C_1398,P_236,55
C_1399,P_41,60
C_1399,P_190,116
C_1399,P_236,55
C_1095,P_41,2.142
C_1095,P_185,790
C_1095,P_236,826
C_1095,P_273,9
C_1095,P_288,50
C_1095,P_310,100
C_3071,P_407,73
C_4332,P_57,720
C_4332,P_185,1.512
C_3565,P_311,115
C_3565,P_312,1.020
C_258,P_50,390
C_1589,P_40,122
C_1589,P_60,370
C_1589,P_185,152
C_523,P_432,1.050
C_839,P_185,659
C_839,P_306,1.038
C_839,P_311,384
C_839,P_350,70
C_839,P_364,1.331
C_3831,P_41,342
C_1332,P_310,735
C_1103,P_216,122
C_1103,P_344,30
C_2961,P_41,366
C_2961,P_330,2.025
C_2638,P_60,1.278
C_270,P_284,120
C_270,P_388,212
C_2917,P_171,344
C_2222,P_57,298
C_2222,P_185,3.200
C_2222,P_244,750
C_417,P_60,756
C_417,P_284,118
C_417,P_288,79
C_5054,P_432,558
C_539,P_23,220
C_418,P_60,3.200
C_5651,P_216,484
C_5651,P_344,172
C_1678,P_8,160
C_664,P_60,198
C_664,P_201,82
C_664,P_330,77
C_664,P_350,43
C_5285,P_60,11.250
C_5285,P_185,3.700
C_5285,P_364,1.960
C_4711,P_432,567
C_850,P_432,600
C_2857,P_190,116
C_2857,P_216,120
C_2857,P_344,50
C_5652,P_41,1.624
C_5652,P_60,7.245
C_5652,P_190,4.480
C_5652,P_201,3.373
C_5652,P_279,4.125
C_5652,P_350,825
C_2859,P_45,822
C_1045,P_185,1.066
C_1045,P_221,720
C_1045,P_284,366
C_5214,P_8,252
C_5214,P_110,8
C_2712,P_26,561
C_2426,P_46,155
C_2426,P_244,140
C_2426,P_330,227
C_1544,P_185,80
C_1544,P_279,168
C_1544,P_288,37
C_146,P_8,330
C_146,P_110,13
C_858,P_8,390
C_1921,P_41,217
C_1921,P_407,203
C_1921,P_410,715
C_2189,P_432,450
C_2742,P_26,56
C_3473,P_10,180
C_3473,P_216,125
C_152,P_154,260
C_153,P_154,260
C_298,P_297,1.200
C_2904,P_432,250
C_2582,P_297,2.310
C_3476,P_40,132
C_2191,P_50,360
C_156,P_10,380
C_156,P_125,540
C_156,P_216,500
C_156,P_221,9.984
C_156,P_284,3.250
C_1431,P_432,2.511
C_552,P_154,240
C_5653,P_297,420
C_3259,P_221,486
C_3259,P_284,310
C_1189,P_39,108
C_304,P_45,310
C_304,P_284,130
C_304,P_406,1.362
C_1486,P_41,260
C_1486,P_60,1.560
C_1486,P_201,893
C_1486,P_288,99
C_1486,P_364,840
C_2286,P_50,1.185
C_2286,P_165,120
C_2286,P_245,70
C_2286,P_263,850
C_2286,P_312,390
C_2286,P_333,1.620
C_2286,P_336,480
C_2286,P_350,50
C_2286,P_417,570
C_305,P_8,420
C_2518,P_190,891
C_2518,P_220,60
C_2518,P_350,150
C_3697,P_41,224
C_3498,P_8,135
C_3498,P_221,460
C_3498,P_244,240
C_3498,P_288,109
C_3498,P_330,888
C_3498,P_406,348
C_168,P_60,380
C_168,P_190,1.240
C_168,P_336,153
C_1434,P_174,80
C_1434,P_221,400
C_1434,P_284,120
C_3754,P_125,750
C_3932,P_308,770
C_3874,P_308,770
C_988,P_60,200
C_5654,P_330,77
C_5654,P_336,160
C_311,P_297,3.478
C_1964,P_60,1.500
C_1964,P_311,880
C_1964,P_364,820
C_1965,P_185,410
C_1965,P_311,110
C_1965,P_333,580
C_1965,P_364,210
C_1823,P_333,900
C_1197,P_328,173
C_1197,P_341,545
C_443,P_60,198
C_443,P_201,82
C_443,P_330,77
C_443,P_350,43
C_3606,P_26,224
C_444,P_216,94
C_444,P_344,34
C_444,P_393,37
C_1620,P_310,210
C_2081,P_221,320
C_2081,P_364,394
C_447,P_8,325
C_447,P_110,13
C_55,P_76,276
C_55,P_289,386
C_5642,P_297,1.441
C_1345,P_297,450
C_882,P_97,720
C_882,P_330,3.440
C_882,P_350,1.200
C_59,P_185,146
C_59,P_201,74
C_59,P_221,48
C_779,P_57,500
C_779,P_190,590
C_779,P_308,1.290
C_779,P_382,503
C_570,P_23,202
C_570,P_221,672
C_570,P_284,360
C_570,P_289,180
C_570,P_330,1.368
C_2360,P_185,2.400
C_2360,P_336,2.860
C_5416,P_297,289
C_2233,P_201,483
C_4040,P_41,378
C_4040,P_58,325
C_4040,P_60,1.400
C_4040,P_185,1.360
C_4040,P_364,951
C_5655,P_297,202
C_1973,P_26,1.122
C_1974,P_26,1.122
C_1493,P_40,2.010
C_1493,P_213,550
C_1493,P_306,2.550
C_1493,P_328,1.340
C_1493,P_330,4.800
C_2343,P_310,540
C_5656,P_402,19
C_1448,P_45,900
C_1448,P_185,888
C_1448,P_221,880
C_1448,P_284,280
C_1448,P_303,2.160
C_5632,P_40,504
